*services*,microsoft,services
*silverlight*,microsoft,silverlight
*skype*,microsoft,skype
*surface*,microsoft,surface
*system.io.pipelines*,microsoft,system.io.pipelines
*system.net.http*,microsoft,system.net.http
*system.net.http.winhttphandler*,microsoft,system.net.http.winhttphandler
*system.net.security*,microsoft,system.net.security
*system.net.websockets.client*,microsoft,system.net.websockets.client
*system.text.encodings.web*,microsoft,system.text.encodings.web
*teams*,microsoft,teams
*teredo*,microsoft,teredo
*terminal*,microsoft,terminal
*typed-rest-client*,microsoft,typed-rest-client
*typescript*,microsoft,typescript
*urlscan*,microsoft,urlscan
*vbscript*,microsoft,vbscript
*visio*,microsoft,visio
*vscode-kubernetes-tools*,microsoft,vscode-kubernetes-tools
*vscode-maven*,microsoft,vscode-maven
*vscode-pull-request-github*,microsoft,vscode-pull-request-github
*w3who.dll*,microsoft,w3who.dll
*walinuxagent*,microsoft,walinuxagent
*webtv*,microsoft,webtv
*windows*,microsoft,windows
*windows-nt*,microsoft,windows-nt
*wins*,microsoft,wins
*winsock*,microsoft,winsock
*wmsde*,microsoft,wmsde
*word*,microsoft,word
*wordpad*,microsoft,wordpad
*works*,microsoft,works
*workspace-tools*,microsoft,workspace-tools
*wyukon*,microsoft,wyukon
*xamarin.forms*,microsoft,xamarin.forms
*xamarin.ios*,microsoft,xamarin.ios
*yammer*,microsoft,yammer
*antitrack*,avast,antitrack
*antivirus*,avast,antivirus
*avast*,avast,avast
*avg*,avast,avg
*premier*,avast,premier
*retdec*,avast,retdec
*antivir*,avira,antivir
*antivirus*,avira,antivirus
*desktop*,avira,desktop
*savapi*,avira,savapi
*1000v*,cisco,1000v
*1100*,cisco,1100
*1100-4p*,cisco,1100-4p
*1100-8p*,cisco,1100-8p
*1101-4p*,cisco,1101-4p
*1109-2p*,cisco,1109-2p
*1109-4p*,cisco,1109-4p
*1111-4pwe*,cisco,1111-4pwe
*1111-8plteeawb*,cisco,1111-8plteeawb
*1111-8pwb*,cisco,1111-8pwb
*1111x-8p*,cisco,1111x-8p
*1113-8plteeawe*,cisco,1113-8plteeawe
*1113-8pmwe*,cisco,1113-8pmwe
*1113-8pwe*,cisco,1113-8pwe
*1116-4plteeawe*,cisco,1116-4plteeawe
*1116-4pwe*,cisco,1116-4pwe
*1117-4plteeawe*,cisco,1117-4plteeawe
*1117-4pmlteeawe*,cisco,1117-4pmlteeawe
*1117-4pmwe*,cisco,1117-4pmwe
*1117-4pwe*,cisco,1117-4pwe
*1120*,cisco,1120
*1160*,cisco,1160
*1240*,cisco,1240
*15454-m-wse-k9*,cisco,15454-m-wse-k9
*1921*,cisco,1921
*1941*,cisco,1941
*1941w*,cisco,1941w
*1sg300-10p*,cisco,1sg300-10p
*2610xm*,cisco,2610xm
*2611xm*,cisco,2611xm
*2612*,cisco,2612
*2620xm*,cisco,2620xm
*2621xm*,cisco,2621xm
*2650xm*,cisco,2650xm
*2651xm*,cisco,2651xm
*2691*,cisco,2691
*2901*,cisco,2901
*2911*,cisco,2911
*2921*,cisco,2921
*2951*,cisco,2951
*3925*,cisco,3925
*3925e*,cisco,3925e
*3945*,cisco,3945
*3945e*,cisco,3945e
*4221*,cisco,4221
*4321*,cisco,4321
*4351*,cisco,4351
*4431*,cisco,4431
*4451-x*,cisco,4451-x
*5548p*,cisco,5548p
*5548up*,cisco,5548up
*5596t*,cisco,5596t
*5596up*,cisco,5596up
*56128p*,cisco,56128p
*5624q*,cisco,5624q
*5648q*,cisco,5648q
*5672up*,cisco,5672up
*5672up-16g*,cisco,5672up-16g
*5696q*,cisco,5696q
*7000*,cisco,7000
*7604*,cisco,7604
*7606-s*,cisco,7606-s
*7609-s*,cisco,7609-s
*7613-s*,cisco,7613-s
*7700*,cisco,7700
*809*,cisco,809
*8101-32fh*,cisco,8101-32fh
*8101-32h*,cisco,8101-32h
*8102-64h*,cisco,8102-64h
*8201*,cisco,8201
*8201-32fh*,cisco,8201-32fh
*8202*,cisco,8202
*8208*,cisco,8208
*8212*,cisco,8212
*8218*,cisco,8218
*829*,cisco,829
*8800*,cisco,8800
*8804*,cisco,8804
*8808*,cisco,8808
*8812*,cisco,8812
*8818*,cisco,8818
*8831*,cisco,8831
*9432pq*,cisco,9432pq
*9536pq*,cisco,9536pq
*9636pq*,cisco,9636pq
*9736pq*,cisco,9736pq
*9800-40*,cisco,9800-40
*9800-80*,cisco,9800-80
*9800-cl*,cisco,9800-cl
*9800-l*,cisco,9800-l
*a900-rsp2a-128*,cisco,a900-rsp2a-128
*a900-rsp2a-64*,cisco,a900-rsp2a-64
*a900-rsp3c-200*,cisco,a900-rsp3c-200
*a900-rsp3c-400\/w*,cisco,a900-rsp3c-400\/w
*a99-16x100ge-x-se*,cisco,a99-16x100ge-x-se
*a99-32x100ge-cm*,cisco,a99-32x100ge-cm
*a99-32x100ge-tr*,cisco,a99-32x100ge-tr
*a99-rp2-se*,cisco,a99-rp2-se
*a99-rp2-tr*,cisco,a99-rp2-tr
*a99-rp3-se*,cisco,a99-rp3-se
*a99-rp3-tr*,cisco,a99-rp3-tr
*a99-rsp-se*,cisco,a99-rsp-se
*a99-rsp-tr*,cisco,a99-rsp-tr
*a9k-16x100ge-cm*,cisco,a9k-16x100ge-cm
*a9k-16x100ge-tr*,cisco,a9k-16x100ge-tr
*a9k-rsp5-se*,cisco,a9k-rsp5-se
*a9k-rsp5-tr*,cisco,a9k-rsp5-tr
*a9k-rsp880-lt-se*,cisco,a9k-rsp880-lt-se
*a9k-rsp880-lt-tr*,cisco,a9k-rsp880-lt-tr
*a9k-rsp880-se*,cisco,a9k-rsp880-se
*a9k-rsp880-tr*,cisco,a9k-rsp880-tr
*accesspath*,cisco,accesspath
*air-ct5760*,cisco,air-ct5760
*aireos*,cisco,aireos
*aironet*,cisco,aironet
*ap-cos*,cisco,ap-cos
*arrowpoint*,cisco,arrowpoint
*as5200*,cisco,as5200
*as5300*,cisco,as5300
*as5350*,cisco,as5350
*as5800*,cisco,as5800
*asa*,cisco,asa
*asa-5505*,cisco,asa-5505
*asa-5506-x*,cisco,asa-5506-x
*asa-5506h-x*,cisco,asa-5506h-x
*asa-5506w-x*,cisco,asa-5506w-x
*asa-5508-x*,cisco,asa-5508-x
*asa-5512-x*,cisco,asa-5512-x
*asa-5515-x*,cisco,asa-5515-x
*asa-5516-x*,cisco,asa-5516-x
*asa-5520*,cisco,asa-5520
*asa-5525-x*,cisco,asa-5525-x
*asa-5540*,cisco,asa-5540
*asa-5545-x*,cisco,asa-5545-x
*asa-5555-x*,cisco,asa-5555-x
*asa-5585-x*,cisco,asa-5585-x
*asr-1000*,cisco,asr-1000
*asr-920-10sz-pd*,cisco,asr-920-10sz-pd
*asr-920-12cz-a*,cisco,asr-920-12cz-a
*asr-920-12cz-d*,cisco,asr-920-12cz-d
*asr-920-12sz-a*,cisco,asr-920-12sz-a
*asr-920-12sz-d*,cisco,asr-920-12sz-d
*asr-920-12sz-im*,cisco,asr-920-12sz-im
*asr-920-12sz-im-cc*,cisco,asr-920-12sz-im-cc
*asr-920-20sz-m*,cisco,asr-920-20sz-m
*asr-920-24sz-im*,cisco,asr-920-24sz-im
*asr-920-24sz-m*,cisco,asr-920-24sz-m
*asr-920-24tz-im*,cisco,asr-920-24tz-im
*asr-920-24tz-m*,cisco,asr-920-24tz-m
*asr-920-4sz-a*,cisco,asr-920-4sz-a
*asr-920-4sz-d*,cisco,asr-920-4sz-d
*asr-9901-rp*,cisco,asr-9901-rp
*asr1000-2t\+20x1ge*,cisco,asr1000-2t\+20x1ge
*asr1000-6tge*,cisco,asr1000-6tge
*asr1000-esp200*,cisco,asr1000-esp200
*asr1000-mip100*,cisco,asr1000-mip100
*asr1000-rp3*,cisco,asr1000-rp3
*asr1001-hx*,cisco,asr1001-hx
*asr1001-hx-rf*,cisco,asr1001-hx-rf
*asr1001-x*,cisco,asr1001-x
*asr1001-x-rf*,cisco,asr1001-x-rf
*asr1001-x-ws*,cisco,asr1001-x-ws
*asr1002-hx*,cisco,asr1002-hx
*asr1002-hx-rf*,cisco,asr1002-hx-rf
*asr1002-hx-ws*,cisco,asr1002-hx-ws
*asr1002-x*,cisco,asr1002-x
*asr1002-x-rf*,cisco,asr1002-x-rf
*asr1002-x-ws*,cisco,asr1002-x-ws
*asr901*,cisco,asr901
*asyncos*,cisco,asyncos
*ata*,cisco,ata
*ata-186*,cisco,ata-186
*bams*,cisco,bams
*broadworks*,cisco,broadworks
*c1117-4p*,cisco,c1117-4p
*c1117-4plteea*,cisco,c1117-4plteea
*c1117-4pltela*,cisco,c1117-4pltela
*c3160*,cisco,c3160
*c6800-16p10g-xl*,cisco,c6800-16p10g-xl
*c6800-32p10g-xl*,cisco,c6800-32p10g-xl
*c6800-8p10g-xl*,cisco,c6800-8p10g-xl
*c6800-8p40g-xl*,cisco,c6800-8p40g-xl
*c6800-sup6t-xl*,cisco,c6800-sup6t-xl
*c6816-x-le*,cisco,c6816-x-le
*c6824-x-le-40g*,cisco,c6824-x-le-40g
*c6832-x-le*,cisco,c6832-x-le
*c6840-x-le-40g*,cisco,c6840-x-le-40g
*c8200-1n-4t*,cisco,c8200-1n-4t
*c8200l-1n-4t*,cisco,c8200l-1n-4t
*c8500l-8s4x*,cisco,c8500l-8s4x
*c9300-24p*,cisco,c9300-24p
*c9300-24t*,cisco,c9300-24t
*c9300-24u*,cisco,c9300-24u
*c9300-24ux*,cisco,c9300-24ux
*c9300-48p*,cisco,c9300-48p
*c9300-48t*,cisco,c9300-48t
*c9300-48u*,cisco,c9300-48u
*c9300-48un*,cisco,c9300-48un
*c9300-48uxm*,cisco,c9300-48uxm
*c9500-12q*,cisco,c9500-12q
*c9500-16x*,cisco,c9500-16x
*c9500-24q*,cisco,c9500-24q
*c9500-24y4c*,cisco,c9500-24y4c
*c9500-32c*,cisco,c9500-32c
*c9500-32qc*,cisco,c9500-32qc
*c9500-40x*,cisco,c9500-40x
*c9500-48y4c*,cisco,c9500-48y4c
*catalyst*,cisco,catalyst
*catos*,cisco,catos
*cbos*,cisco,cbos
*cbr-8*,cisco,cbr-8
*cbr-ccap-lc-40g-r*,cisco,cbr-ccap-lc-40g-r
*cbr-lc-8d31-16u31*,cisco,cbr-lc-8d31-16u31
*cbr8*,cisco,cbr8
*cbs250-16p-2g*,cisco,cbs250-16p-2g
*cbs250-16t-2g*,cisco,cbs250-16t-2g
*cbs250-24fp-4g*,cisco,cbs250-24fp-4g
*cbs250-24fp-4x*,cisco,cbs250-24fp-4x
*cbs250-24p-4g*,cisco,cbs250-24p-4g
*cbs250-24p-4x*,cisco,cbs250-24p-4x
*cbs250-24pp-4g*,cisco,cbs250-24pp-4g
*cbs250-24t-4g*,cisco,cbs250-24t-4g
*cbs250-24t-4x*,cisco,cbs250-24t-4x
*cbs250-48p-4g*,cisco,cbs250-48p-4g
*cbs250-48p-4x*,cisco,cbs250-48p-4x
*cbs250-48pp-4g*,cisco,cbs250-48pp-4g
*cbs250-48t-4g*,cisco,cbs250-48t-4g
*cbs250-48t-4x*,cisco,cbs250-48t-4x
*cbs250-8fp-e-2g*,cisco,cbs250-8fp-e-2g
*cbs250-8p-e-2g*,cisco,cbs250-8p-e-2g
*cbs250-8pp-d*,cisco,cbs250-8pp-d
*cbs250-8pp-e-2g*,cisco,cbs250-8pp-e-2g
*cbs250-8t-d*,cisco,cbs250-8t-d
*cbs250-8t-e-2g*,cisco,cbs250-8t-e-2g
*cbs350-12np-4x*,cisco,cbs350-12np-4x
*cbs350-12xs*,cisco,cbs350-12xs
*cbs350-12xt*,cisco,cbs350-12xt
*cbs350-16fp-2g*,cisco,cbs350-16fp-2g
*cbs350-16p-2g*,cisco,cbs350-16p-2g
*cbs350-16p-e-2g*,cisco,cbs350-16p-e-2g
*cbs350-16t-2g*,cisco,cbs350-16t-2g
*cbs350-16t-e-2g*,cisco,cbs350-16t-e-2g
*cbs350-16xts*,cisco,cbs350-16xts
*cbs350-24fp-4g*,cisco,cbs350-24fp-4g
*cbs350-24fp-4x*,cisco,cbs350-24fp-4x
*cbs350-24mgp-4x*,cisco,cbs350-24mgp-4x
*cbs350-24ngp-4x*,cisco,cbs350-24ngp-4x
*cbs350-24p-4g*,cisco,cbs350-24p-4g
*cbs350-24p-4x*,cisco,cbs350-24p-4x
*cbs350-24s-4g*,cisco,cbs350-24s-4g
*cbs350-24t-4g*,cisco,cbs350-24t-4g
*cbs350-24t-4x*,cisco,cbs350-24t-4x
*cbs350-24xs*,cisco,cbs350-24xs
*cbs350-24xt*,cisco,cbs350-24xt
*cbs350-24xts*,cisco,cbs350-24xts
*cbs350-48fp-4g*,cisco,cbs350-48fp-4g
*cbs350-48fp-4x*,cisco,cbs350-48fp-4x
*cbs350-48ngp-4x*,cisco,cbs350-48ngp-4x
*cbs350-48p-4g*,cisco,cbs350-48p-4g
*cbs350-48p-4x*,cisco,cbs350-48p-4x
*cbs350-48t-4g*,cisco,cbs350-48t-4g
*cbs350-48t-4x*,cisco,cbs350-48t-4x
*cbs350-48xt-4x*,cisco,cbs350-48xt-4x
*cbs350-8fp-2g*,cisco,cbs350-8fp-2g
*cbs350-8fp-e-2g*,cisco,cbs350-8fp-e-2g
*cbs350-8mgp-2x*,cisco,cbs350-8mgp-2x
*cbs350-8mp-2x*,cisco,cbs350-8mp-2x
*cbs350-8p-2g*,cisco,cbs350-8p-2g
*cbs350-8p-e-2g*,cisco,cbs350-8p-e-2g
*cbs350-8s-e-2g*,cisco,cbs350-8s-e-2g
*cbs350-8t-e-2g*,cisco,cbs350-8t-e-2g
*cbs350-8xt*,cisco,cbs350-8xt
*cdb-8p*,cisco,cdb-8p
*cdb-8u*,cisco,cdb-8u
*cg-os*,cisco,cg-os
*cg418-e*,cisco,cg418-e
*cg522-e*,cisco,cg522-e
*cgr1000*,cisco,cgr1000
*cgr1240*,cisco,cgr1240
*ciscosecure*,cisco,ciscosecure
*ciscoworks*,cisco,ciscoworks
*cius*,cisco,cius
*clamav*,cisco,clamav
*cli*,cisco,cli
*cloudcenter*,cisco,cloudcenter
*cmicr-4pc*,cisco,cmicr-4pc
*cmicr-4ps*,cisco,cmicr-4ps
*cmicr-4pt*,cisco,cmicr-4pt
*confd*,cisco,confd
*crs*,cisco,crs
*crs-8\/scrs*,cisco,crs-8\/scrs
*crs-x*,cisco,crs-x
*cs-mars*,cisco,cs-mars
*csr1000v*,cisco,csr1000v
*cvr100w*,cisco,cvr100w
*d9800*,cisco,d9800
*dpc2100*,cisco,dpc2100
*dpc2203*,cisco,dpc2203
*dpc3010*,cisco,dpc3010
*dpc3212*,cisco,dpc3212
*dpc3825*,cisco,dpc3825
*dpc3925*,cisco,dpc3925
*dpc3939*,cisco,dpc3939
*dpc3939b*,cisco,dpc3939b
*dpc3941t*,cisco,dpc3941t
*dpq3925*,cisco,dpq3925
*ds-x9334-k9*,cisco,ds-x9334-k9
*ds-x9648-1536k9*,cisco,ds-x9648-1536k9
*duo*,cisco,duo
*encs5412\/k9*,cisco,encs5412\/k9
*encs5412\/k9-rf*,cisco,encs5412\/k9-rf
*epc2203*,cisco,epc2203
*epc3010*,cisco,epc3010
*epc3212*,cisco,epc3212
*epc3825*,cisco,epc3825
*epc3925*,cisco,epc3925
*epc3928*,cisco,epc3928
*esr-6300-con-k9*,cisco,esr-6300-con-k9
*esr-6300-ncp-k9*,cisco,esr-6300-ncp-k9
*esr3300*,cisco,esr3300
*esr6300*,cisco,esr6300
*ess-3300-24t-con-a*,cisco,ess-3300-24t-con-a
*ess-3300-24t-con-e*,cisco,ess-3300-24t-con-e
*ess-3300-24t-ncp-a*,cisco,ess-3300-24t-ncp-a
*ess-3300-24t-ncp-e*,cisco,ess-3300-24t-ncp-e
*ess-3300-con-a*,cisco,ess-3300-con-a
*ess-3300-con-e*,cisco,ess-3300-con-e
*ess-3300-ncp-a*,cisco,ess-3300-ncp-a
*ess-3300-ncp-e*,cisco,ess-3300-ncp-e
*ess9300-10x-e*,cisco,ess9300-10x-e
*esw-6300*,cisco,esw-6300
*esw-6300-con-x-k9*,cisco,esw-6300-con-x-k9
*esw2-350g-52*,cisco,esw2-350g-52
*esw2-350g-52dc*,cisco,esw2-350g-52dc
*esw2-350g52dc*,cisco,esw2-350g52dc
*esw2-550x-48*,cisco,esw2-550x-48
*esw2-550x-48dc*,cisco,esw2-550x-48dc
*esw2-550x48dc*,cisco,esw2-550x48dc
*esw6300*,cisco,esw6300
*ex60*,cisco,ex60
*ex90*,cisco,ex90
*expressway*,cisco,expressway
*finesse*,cisco,finesse
*firepower*,cisco,firepower
*fwsm*,cisco,fwsm
*fx-os*,cisco,fx-os
*fxos*,cisco,fxos
*guard*,cisco,guard
*hsrp*,cisco,hsrp
*ic3000*,cisco,ic3000
*ic3000-k9*,cisco,ic3000-k9
*icdn*,cisco,icdn
*ids*,cisco,ids
*idsm-2*,cisco,idsm-2
*ie-1000*,cisco,ie-1000
*ie-1000-4p2s-lm*,cisco,ie-1000-4p2s-lm
*ie-1000-4t1t-lm*,cisco,ie-1000-4t1t-lm
*ie-1000-6t2t-lm*,cisco,ie-1000-6t2t-lm
*ie-1000-8p2s-lm*,cisco,ie-1000-8p2s-lm
*ie-2000u-16tc-g*,cisco,ie-2000u-16tc-g
*ie-2000u-16tc-g-x*,cisco,ie-2000u-16tc-g-x
*ie-2000u-16tc-gp*,cisco,ie-2000u-16tc-gp
*ie-2000u-4s-g*,cisco,ie-2000u-4s-g
*ie-2000u-4t-gs*,cisco,ie-2000u-4t-gs
*ie-2000u-4ts-g*,cisco,ie-2000u-4ts-g
*ie-2000u-8tc-g*,cisco,ie-2000u-8tc-g
*ie-3000*,cisco,ie-3000
*ie-3010-16s-8pc*,cisco,ie-3010-16s-8pc
*ie-3010-24tc*,cisco,ie-3010-24tc
*ie-3200-8p2s-e*,cisco,ie-3200-8p2s-e
*ie-3200-8t2s-e*,cisco,ie-3200-8t2s-e
*ie-3300-8p2s-a*,cisco,ie-3300-8p2s-a
*ie-3300-8p2s-e*,cisco,ie-3300-8p2s-e
*ie-3300-8t2s-a*,cisco,ie-3300-8t2s-a
*ie-3300-8t2s-e*,cisco,ie-3300-8t2s-e
*ie-3300-8t2x-a*,cisco,ie-3300-8t2x-a
*ie-3300-8t2x-e*,cisco,ie-3300-8t2x-e
*ie-3300-8u2x-a*,cisco,ie-3300-8u2x-a
*ie-3300-8u2x-e*,cisco,ie-3300-8u2x-e
*ie-3400-8p2s-a*,cisco,ie-3400-8p2s-a
*ie-3400-8p2s-e*,cisco,ie-3400-8p2s-e
*ie-3400-8t2s-a*,cisco,ie-3400-8t2s-a
*ie-3400-8t2s-e*,cisco,ie-3400-8t2s-e
*ie-4000-16gt4g-e*,cisco,ie-4000-16gt4g-e
*ie-4000-16t4g-e*,cisco,ie-4000-16t4g-e
*ie-4000-4gc4gp4g-e*,cisco,ie-4000-4gc4gp4g-e
*ie-4000-4gs8gp4g-e*,cisco,ie-4000-4gs8gp4g-e
*ie-4000-4s8p4g-e*,cisco,ie-4000-4s8p4g-e
*ie-4000-4t4p4g-e*,cisco,ie-4000-4t4p4g-e
*ie-4000-4tc4g-e*,cisco,ie-4000-4tc4g-e
*ie-4000-8gs4g-e*,cisco,ie-4000-8gs4g-e
*ie-4000-8gt4g-e*,cisco,ie-4000-8gt4g-e
*ie-4000-8gt8gp4g-e*,cisco,ie-4000-8gt8gp4g-e
*ie-4000-8s4g-e*,cisco,ie-4000-8s4g-e
*ie-4000-8t4g-e*,cisco,ie-4000-8t4g-e
*ie-4010-16s12p*,cisco,ie-4010-16s12p
*ie-4010-4s24p*,cisco,ie-4010-4s24p
*ie-5000-12s12p-10g*,cisco,ie-5000-12s12p-10g
*ie-5000-16s12p*,cisco,ie-5000-16s12p
*ie-9310-26s2c*,cisco,ie-9310-26s2c
*ie-9320-26s2c*,cisco,ie-9320-26s2c
*iem-3300-14t2s*,cisco,iem-3300-14t2s
*iem-3300-16p*,cisco,iem-3300-16p
*iem-3300-16t*,cisco,iem-3300-16t
*iem-3300-4mu-2*,cisco,iem-3300-4mu-2
*iem-3300-6t2s*,cisco,iem-3300-6t2s
*iem-3300-8p*,cisco,iem-3300-8p
*iem-3300-8s*,cisco,iem-3300-8s
*iem-3300-8t*,cisco,iem-3300-8t
*iem-3400-8p*,cisco,iem-3400-8p
*iem-3400-8s*,cisco,iem-3400-8s
*iem-3400-8t*,cisco,iem-3400-8t
